1.439370036125e+00,0.000000000000e+00,0.000000000000e+00,2.464143276215e+00,0.000000000000e+00,0.000000000000e+00
1.484290003777e+00,1.523864511910e-06,-7.797424359524e-07,2.465190410614e+00,4.523198731476e-05,0.000000000000e+00
1.536710023880e+00,-3.620532806963e-04,4.283395246603e-04,2.465731382370e+00,-1.330629736185e-02,0.000000000000e+00
1.580770015717e+00,-1.528803259134e-03,1.290029031225e-03,2.466028213501e+00,-6.173027306795e-02,0.000000000000e+00
1.626230001450e+00,-4.294812213629e-03,2.970407484099e-03,2.466586589813e+00,-1.041182130575e-01,0.000000000000e+00
1.674379944801e+00,-8.577843196690e-03,5.466378759593e-03,2.466848373413e+00,-1.519152224064e-01,0.000000000000e+00
1.720440030098e+00,-1.308442186564e-02,7.903814315796e-03,2.467092990875e+00,-2.024991810322e-01,0.000000000000e+00
1.763939976692e+00,-1.712555438280e-02,1.000435650349e-02,2.467145204544e+00,-2.267345786095e-01,0.000000000000e+00
1.797690033913e+00,-1.857236027718e-02,1.154238637537e-02,2.467389583588e+00,-2.162112295628e-01,0.000000000000e+00
1.827229976654e+00,-1.914785616100e-02,1.270132884383e-02,2.467406988144e+00,-1.899933218956e-01,0.000000000000e+00
1.855430006981e+00,-1.929843798280e-02,1.350103318691e-02,2.467302083969e+00,-1.626590788364e-01,0.000000000000e+00
1.882969975471e+00,-1.872079446912e-02,1.385712064803e-02,2.467389583588e+00,-1.427236497402e-01,0.000000000000e+00
1.913280010223e+00,-1.762189343572e-02,1.336845662445e-02,2.467337131500e+00,-1.289818286896e-01,0.000000000000e+00
1.938629984856e+00,-1.490436308086e-02,1.295467093587e-02,2.467389583588e+00,-1.117657423019e-01,0.000000000000e+00
1.966109991074e+00,-1.200076565146e-02,1.201969478279e-02,2.467686176300e+00,-1.321592330933e-01,0.000000000000e+00
1.995700001717e+00,-9.260775521398e-03,1.083926670253e-02,2.467965602875e+00,-1.757319271564e-01,0.000000000000e+00
2.021790027618e+00,-6.487432867289e-03,9.754333645105e-03,2.468297243118e+00,-1.850227713585e-01,0.000000000000e+00
2.048540115356e+00,-4.299380816519e-03,8.796120993793e-03,2.468611240387e+00,-1.974059939384e-01,0.000000000000e+00
2.077769994736e+00,-3.035759553313e-03,7.951342500746e-03,2.468803167343e+00,-2.084047794342e-01,0.000000000000e+00
2.103990077972e+00,-1.615250483155e-03,7.141462992877e-03,2.468750953674e+00,-1.978750526905e-01,0.000000000000e+00
2.130009889603e+00,-8.186567574739e-04,6.202515214682e-03,2.468646049500e+00,-1.875151991844e-01,0.000000000000e+00
2.157380104065e+00,-7.284563034773e-04,5.307455081493e-03,2.468820810318e+00,-1.821693480015e-01,0.000000000000e+00
2.186300039291e+00,-1.161206513643e-03,4.408683627844e-03,2.468436717987e+00,-1.682967245579e-01,0.000000000000e+00
2.212209939957e+00,-1.342266798019e-03,3.302310127765e-03,2.468105077744e+00,-1.376048624516e-01,0.000000000000e+00
2.238339900970e+00,-1.625793054700e-03,2.392334863544e-03,2.467825889587e+00,-1.171843111515e-01,0.000000000000e+00
2.264559984207e+00,-1.924544572830e-03,1.669411547482e-03,2.467494249344e+00,-9.450544416904e-02,0.000000000000e+00
2.290709972382e+00,-2.108224667609e-03,1.124943606555e-03,2.467354774475e+00,-7.952600717545e-02,0.000000000000e+00
2.319360017776e+00,-2.485074102879e-03,8.273841813207e-04,2.467529058456e+00,-7.557410001755e-02,0.000000000000e+00
2.346990108490e+00,-2.780976239592e-03,4.536039195955e-04,2.468122243881e+00,-6.944112479687e-02,0.000000000000e+00
2.374700069427e+00,-3.076783614233e-03,4.271259531379e-04,2.468471527100e+00,-5.593180656433e-02,0.000000000000e+00
2.404139995575e+00,-3.272465895861e-03,8.447235450149e-04,2.469082355499e+00,-4.525168240070e-02,0.000000000000e+00
2.431319952011e+00,-3.169548464939e-03,1.352970488369e-03,2.469309329987e+00,-3.718703240156e-02,0.000000000000e+00
2.457900047302e+00,-3.005909733474e-03,2.020654734224e-03,2.469291925430e+00,-3.651611506939e-02,0.000000000000e+00
2.498110055923e+00,-3.258885815740e-03,4.009217955172e-03,2.469134807587e+00,-5.070005357265e-02,0.000000000000e+00
2.547359943390e+00,-3.629587590694e-03,6.001047790051e-03,2.468925237656e+00,-5.272990465164e-02,0.000000000000e+00
2.585530042648e+00,-3.004162106663e-03,6.331214681268e-03,2.469117403030e+00,-5.287392437458e-02,0.000000000000e+00
2.612859964371e+00,-2.139977412298e-03,6.038349587470e-03,2.469326734543e+00,-4.260176420212e-02,0.000000000000e+00
2.643440008163e+00,-1.590317115188e-03,5.700150504708e-03,2.469518661499e+00,-4.587151110172e-02,0.000000000000e+00
2.669689893723e+00,-1.015273854136e-03,5.130548495799e-03,2.469833135605e+00,-5.198653042316e-02,0.000000000000e+00
2.697249889374e+00,-8.217848371714e-04,4.436095710844e-03,2.470216989517e+00,-5.828320980072e-02,0.000000000000e+00
2.726579904556e+00,-8.415565825999e-04,3.852845635265e-03,2.469710826874e+00,-6.013406813145e-02,0.000000000000e+00
2.754849910736e+00,-8.307879325002e-04,3.381014335901e-03,2.469309329987e+00,-5.298773944378e-02,0.000000000000e+00
2.781120061874e+00,-7.108123973012e-04,3.252468537539e-03,2.469064950943e+00,-5.227170884609e-02,0.000000000000e+00
2.810640096664e+00,-9.576322045177e-04,3.862827550620e-03,2.469187021255e+00,-5.975709855556e-02,0.000000000000e+00
2.836950063705e+00,-1.151337753981e-03,4.563295282423e-03,2.469483852386e+00,-5.710358917713e-02,0.000000000000e+00
2.863049983978e+00,-1.463197637349e-03,5.313799716532e-03,2.469937562943e+00,-4.516868293285e-02,0.000000000000e+00
2.890569925308e+00,-1.812919043005e-03,5.987303797156e-03,2.470042228699e+00,-4.005398601294e-02,0.000000000000e+00
2.920520067215e+00,-2.387795131654e-03,6.552733946592e-03,2.470112085342e+00,-3.980620950460e-02,0.000000000000e+00
2.948260068893e+00,-3.092641709372e-03,6.860007997602e-03,2.469920396805e+00,-3.567667677999e-02,0.000000000000e+00
2.977780103683e+00,-4.078296478838e-03,7.125042844564e-03,2.469885349274e+00,-2.019150927663e-02,0.000000000000e+00
3.005549907684e+00,-4.985833540559e-03,7.326962426305e-03,2.469990015030e+00,3.141466528177e-03,0.000000000000e+00
3.033410072327e+00,-5.642533302307e-03,7.625949103385e-03,2.469990015030e+00,3.094431012869e-02,0.000000000000e+00
3.063299894333e+00,-5.995231680572e-03,7.782385218889e-03,2.470077276230e+00,5.024185776711e-02,0.000000000000e+00
3.091500043869e+00,-6.194358691573e-03,7.937373593450e-03,2.469990015030e+00,5.423413217068e-02,0.000000000000e+00
3.118779897690e+00,-6.370494607836e-03,8.220464922488e-03,2.469833135605e+00,6.601622700691e-02,0.000000000000e+00
3.148220062256e+00,-6.279229186475e-03,8.665827102959e-03,2.469501495361e+00,6.959414482117e-02,0.000000000000e+00
3.176170110703e+00,-6.285681854934e-03,8.926980197430e-03,2.469361543655e+00,6.648586690426e-02,0.000000000000e+00
3.205179929733e+00,-6.227671634406e-03,8.808945305645e-03,2.470077276230e+00,7.360661029816e-02,0.000000000000e+00
3.231489896774e+00,-6.331921555102e-03,8.358793333173e-03,2.470478773117e+00,6.958924233913e-02,0.000000000000e+00
3.257639884949e+00,-6.437608506531e-03,7.814835757017e-03,2.470513820648e+00,6.444059312344e-02,0.000000000000e+00
3.284300088882e+00,-6.622310727835e-03,7.283168844879e-03,2.470443964005e+00,6.809617578983e-02,0.000000000000e+00
3.313080072403e+00,-6.610996089876e-03,6.928394082934e-03,2.470653295517e+00,7.668106257915e-02,0.000000000000e+00
3.340059995651e+00,-6.607431918383e-03,6.806798279285e-03,2.470548391342e+00,8.610668778419e-02,0.000000000000e+00
3.368000030518e+00,-6.198631599545e-03,6.901059299707e-03,2.470339059830e+00,9.318409860134e-02,0.000000000000e+00
