Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
4.16698,1.20031,-0.560141,-12.8092,-0.0553578,-0.121523,1.16902,-4.20794e-05,-1.13581e-05,1.99003e-05,-0.0764047,-0.996796,0.0163589,-0.0171258,181.72,2.09988,171.265,-5.21056e-05,0.109444,5.17806e-05,5.81126e-06,
4.19651,1.96371,0.237879,-8.021,0.0436151,-0.130037,1.12592,-4.29785e-05,-1.07709e-05,1.93047e-05,-0.0814039,-0.996406,0.0169462,-0.0161974,181.785,2.00791,170.69,0,0.101831,-0,-0,
4.2291,1.49559,0.203569,-8.19251,-0.0393944,-0.185376,1.12805,-4.4434e-05,-9.90755e-06,2.04521e-05,-0.0876978,-0.995873,0.0162539,-0.0167844,181.688,2.07921,169.966,5.21047e-05,0.111348,-4.93781e-05,-1.66345e-05,
4.26191,-0.296889,-1.09603,-10.5749,-0.168166,-0.0762932,1.06526,-4.51854e-05,-9.46805e-06,2.07042e-05,-0.0944455,-0.995245,0.0157469,-0.017878,181.604,2.2099,169.189,-5.21047e-05,0.110396,4.72448e-05,2.19733e-05,
4.29143,-0.0231944,-0.317656,-10.4691,-0.02822,-0.03266,1.0626,-4.60057e-05,-9.31751e-06,2.02929e-05,-0.0990573,-0.994834,0.0142727,-0.0170149,181.435,2.10217,168.654,7.81575e-05,0.0996896,-6.72355e-05,-3.98496e-05,
4.32444,0.252065,1.62855,-8.84331,-0.0585505,0.023744,1.11421,-4.72546e-05,-9.98624e-06,2.03242e-05,-0.107381,-0.994061,0.00986373,-0.0146438,180.944,1.78976,167.684,5.21052e-05,0.114203,-4.15044e-05,-3.15013e-05,
4.35705,2.06453,-0.419499,-5.85482,-0.256496,0.071102,1.14294,-4.80572e-05,-9.18547e-06,2.02749e-05,-0.113064,-0.993515,0.00827644,-0.00868566,180.83,1.09615,167.023,-0.000156315,0.110872,0.000113292,0.0001077,
4.38655,1.19791,2.86141,-16.5072,0.164405,-0.117798,1.18711,-4.80968e-05,-8.87714e-06,2.02621e-05,-0.120698,-0.992654,0.00444506,-0.00705877,180.408,0.864446,166.138,0.00020842,0.0999275,-0.000135977,-0.000157953,
4.4194,1.09228,0.0709062,-8.27005,-0.0872845,-0.178991,1.16636,-4.90877e-05,-8.0075e-06,2.06581e-05,-0.129444,-0.991539,0.00232066,-0.00946833,180.123,1.1103,165.126,-0.000156315,0.111348,8.81874e-05,0.000129063,
4.44899,0.019205,-1.64405,-3.16,-0.156991,-0.042238,1.10942,-4.95144e-05,-7.08299e-06,2.0994e-05,-0.134917,-0.990805,0.00236135,-0.00983273,180.116,1.15297,164.493,0,0.101355,-0,-0,
4.48163,0.19205,1.15051,-12.3816,0.209634,-0.075229,1.16636,-5.02687e-05,-6.6537e-06,2.02682e-05,-0.142214,-0.989783,0.00424575,-0.00933309,180.33,1.12783,163.65,-2.60528e-05,0.11111,9.83159e-06,2.41265e-05,
4.51443,-0.0997361,0.640443,-11.4089,0.112258,-0.148128,1.08122,-5.08123e-05,-5.71789e-06,2.06575e-05,-0.150301,-0.988555,0.00616058,-0.0114455,180.501,1.40279,162.716,7.81575e-05,0.111586,-2.12513e-05,-7.52129e-05,
4.54398,0.631363,-1.1809,-9.9405,-0.0793028,-0.100238,1.09239,-5.16818e-05,-5.64487e-06,2.04755e-05,-0.153848,-0.987993,0.00716885,-0.0122487,180.596,1.5133,162.306,-2.60528e-05,0.101117,4.51685e-06,2.56583e-05,
4.57689,-0.20875,-0.98934,-8.17137,0.0521289,-0.113009,1.16529,-5.27794e-05,-5.22972e-06,2.06481e-05,-0.161485,-0.986747,0.00911657,-0.0130195,180.79,1.64107,161.423,7.81575e-05,0.111586,-4.89476e-06,-7.80041e-05,
4.60958,-0.482444,0.0274475,-10.8027,0.0478721,0.00192736,1.11687,-5.34245e-05,-4.75385e-06,2.09842e-05,-0.167782,-0.985667,0.0106074,-0.0140196,180.929,1.78773,160.694,5.21047e-05,0.10992,2.46115e-06,-5.20465e-05,
4.63847,-0.603055,-1.19545,-13.2415,-0.187854,0.066313,1.09931,-5.35951e-05,-4.24128e-06,2.09331e-05,-0.172112,-0.984931,0.00921727,-0.0142615,180.759,1.7917,160.188,-2.60526e-05,0.0473466,-2.46087e-06,2.59361e-05,
4.66881,0.177646,0.269901,-6.45393,-0.0548257,0.0184228,1.10197,-5.27057e-05,-4.49474e-06,1.99002e-05,-0.178664,-0.983808,0.0074813,-0.0120262,180.597,1.50913,159.422,-0.000130263,0.0349746,-1.68314e-05,0.000129171,
4.69811,-0.234264,0.391128,-11.8342,-1.8077e-05,-0.0603298,0.785365,-5.39166e-05,-4.08936e-06,2.07166e-05,-0.18028,-0.983535,0.00594445,-0.0110529,180.442,1.36865,159.232,2.60524e-05,0.117772,6.37841e-06,-2.52595e-05,
4.73038,-0.0556667,1.22142,-12.7128,-0.0910093,0.00671637,0.591676,-5.47144e-05,-4.11431e-06,2.03503e-05,-0.178976,-0.983799,0.00280079,-0.00995091,180.112,1.17934,159.38,-2.60524e-05,0.1054,-9.00043e-06,2.44483e-05,
4.75869,-1.13653,0.10979,-8.86446,-0.137835,0.00831271,0.792283,-5.49126e-05,-2.26248e-06,2.05298e-05,-0.180083,-0.983591,-0.000476016,-0.0109246,179.721,1.22159,159.247,-2.60524e-05,0.0996896,-1.13889e-05,2.34311e-05,
4.78994,-0.920819,0.331658,-10.159,0.205377,-0.00179743,0.968412,-5.58214e-05,-1.38886e-06,2.03281e-05,-0.183694,-0.982963,-0.00141911,-0.00624479,179.709,0.673552,158.828,2.60524e-05,0.111586,1.39273e-05,-2.20172e-05,
4.81876,-0.324722,0.205857,-10.3916,0.126093,-0.107688,0.984907,-5.61425e-05,-2.66411e-07,2.05063e-05,-0.188093,-0.982129,0.000443102,-0.00656398,179.908,0.748307,158.316,-5.21047e-05,0.0894589,-3.16772e-05,4.13698e-05,
4.84923,1.19071,0.574111,-10.5349,0.129285,-0.206661,1.14827,-5.65068e-05,7.83941e-07,2.09949e-05,-0.196495,-0.980479,-0.000270711,-0.00703998,179.811,0.784903,157.334,-5.21056e-05,0.112299,-3.61143e-05,3.756e-05,
