Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
9.21088,0.422509,0.0297348,-9.5364,-0.000117242,0.000452064,0.000724871,-4.19065E-05,3.22912E-05,1.28528E-05,0.327375,0.94463,0.00883159,-0.020553,179.815,357.443,141.775,0,0,0,0
9.237,0.403304,0.0205857,-9.50585,0.000414899,0.000451956,0.000724826,-4.12417E-05,3.24664E-05,1.32283E-05,0.327476,0.944595,0.00882512,-0.0205521,179.816,357.443,141.763,0,0,0,0
9.26314,0.429711,0.0205857,-9.55989,0.000946848,-8.00733E-05,0.000192668,-4.16012E-05,3.28244E-05,1.34535E-05,0.32764,0.944538,0.00882572,-0.0205586,179.816,357.443,141.743,0,0,0,0
9.28944,0.432112,0.0548951,-9.49881,-0.000649335,0.00045206,0.00125678,-4.13192E-05,0.000032798,1.31121E-05,0.327848,0.944466,0.0088594,-0.0205352,179.812,357.444,141.718,0,0,0,0
9.31584,0.415307,0.0297348,-9.5317,0.000414919,-0.001144,0.000192448,-4.13931E-05,3.27789E-05,1.33826E-05,0.328033,0.944403,0.00883644,-0.0205048,179.814,357.448,141.695,0,0,0,0
9.34523,0.434512,0.0160111,-9.49646,-0.000117214,0.000984157,-0.000339348,-4.11044E-05,3.31226E-05,1.29577E-05,0.328443,0.944259,0.0088357,-0.0205281,179.816,357.445,141.645,0,0,0,0
9.37136,0.434512,0.0182984,-9.5035,0.000946848,-8.01142E-05,-0.000871379,-0.000041792,3.29712E-05,1.27773E-05,0.328601,0.944203,0.00882627,-0.0205683,179.819,357.441,141.626,0,0,0,0
9.39762,0.429711,0.0503205,-9.50115,-0.000117222,-8.00956E-05,0.000724789,-4.17179E-05,3.20973E-05,1.29138E-05,0.328546,0.944223,0.00884256,-0.020555,179.817,357.442,141.633,0,0,0,0
9.42405,0.422509,0.0114365,-9.54814,0.000946712,-0.000612188,-0.000339355,-4.19152E-05,3.25845E-05,1.27574E-05,0.328497,0.94424,0.00881738,-0.0205421,179.819,357.445,141.639,0,0,0,0
9.45341,0.420109,0.00914918,-9.5364,-0.000649327,-0.00114408,-0.00140353,-4.19127E-05,3.21119E-05,1.29532E-05,0.328317,0.944303,0.00881679,-0.0205349,179.818,357.445,141.661,0,0,0,0
9.47941,0.436913,0.00686189,-9.48706,-0.000117121,-0.00167604,-0.000339344,-4.17637E-05,3.23436E-05,1.37756E-05,0.328256,0.944324,0.00878302,-0.02056,179.823,357.444,141.668,0,0,0,0
9.50586,0.42491,0.0411713,-9.5035,0.0020111,-0.000611864,0.000724837,-4.22153E-05,3.22109E-05,1.35458E-05,0.328118,0.944372,0.00878488,-0.0205558,179.822,357.444,141.685,0,0,0,0
9.53786,0.417708,0.0274475,-9.49646,-0.000649163,0.000984248,-0.000339586,-4.18986E-05,3.21093E-05,1.30269E-05,0.327919,0.944441,0.00880997,-0.0205486,179.819,357.444,141.709,0,0,0,0
9.56411,0.434512,0.0320221,-9.5082,-0.00118105,0.00045209,0.000192545,-4.22865E-05,3.23283E-05,1.35638E-05,0.327788,0.944486,0.0088277,-0.0205934,179.818,357.439,141.725,0,0,0,0
9.59028,0.412907,0.022873,-9.5129,0.000947231,0.000983901,-0.00140365,-0.000042005,3.30036E-05,0.000013429,0.327829,0.944472,0.00878972,-0.0205934,179.822,357.44,141.72,0,0,0,0
9.61674,0.432112,0.0182984,-9.52465,-0.001181,0.00151565,-0.000339214,-4.18261E-05,0.000033174,1.35877E-05,0.327995,0.944413,0.00879563,-0.0206139,179.823,357.438,141.7,0,0,0,0
9.6461,0.427311,0.0343094,-9.51525,0.000415381,-0.000612902,0.00125667,-0.00004195,3.26946E-05,1.36261E-05,0.328169,0.944353,0.00881419,-0.0206085,179.821,357.438,141.679,0,0,0,0
9.67223,0.434512,0.038884,-9.5317,-0.00171272,0.00045128,-0.00140388,-4.18073E-05,3.24474E-05,1.34618E-05,0.328165,0.944354,0.00884193,-0.0206094,179.818,357.436,141.679,0,0,0,0
9.69859,0.432112,0.038884,-9.52465,-0.000116482,0.000983091,-0.00140348,-4.17146E-05,3.25508E-05,1.31116E-05,0.328168,0.944352,0.00884359,-0.0206358,179.819,357.433,141.679,0,0,0,0
9.728,0.412907,0.0297348,-9.50585,-0.000648296,-0.000612961,-0.000871114,-4.16405E-05,3.26381E-05,1.24724E-05,0.328244,0.944327,0.00887309,-0.0206019,179.815,357.436,141.67,0,0,0,0
9.75432,0.417708,0.0480332,-9.47766,0.0014798,-8.07643E-05,0.000725053,-4.15883E-05,0.000032942,1.32229E-05,0.328394,0.944275,0.00885497,-0.0205835,179.816,357.439,141.651,0,0,0,0
9.78059,0.444115,0.0320221,-9.48471,-0.000648689,0.000451241,-0.000871141,-4.15699E-05,3.28692E-05,1.32061E-05,0.32854,0.944224,0.00886244,-0.0206172,179.817,357.435,141.634,0,0,0,0
9.80747,0.429711,0.0320221,-9.46826,-0.000116546,0.00204715,-0.000338946,-4.18217E-05,3.28168E-05,1.31895E-05,0.328622,0.944194,0.0088753,-0.020654,179.817,357.43,141.624,0,0,0,0
9.83678,0.448916,0.0274475,-9.57399,-0.000116501,0.00151462,0.000193097,-4.21273E-05,3.24112E-05,1.30108E-05,0.328585,0.944206,0.00889144,-0.0206694,179.816,357.428,141.628,0,0,0,0
9.86294,0.432112,0.0320221,-9.48941,-0.00118076,0.0020463,-0.000338934,-0.00004165,3.27971E-05,1.28312E-05,0.328636,0.944188,0.00891256,-0.0207076,179.815,357.423,141.622,0,0,0,0
9.88915,0.453717,0.0503205,-9.55754,-0.000116508,0.000449918,-0.000870775,-4.18776E-05,3.27688E-05,1.27021E-05,0.328683,0.94417,0.00896159,-0.0207226,179.811,357.42,141.616,0,0,0,0
9.9154,0.427311,0.0251603,-9.46826,-0.000648465,0.000449939,0.000193343,-4.20036E-05,3.30198E-05,1.33641E-05,0.328762,0.944143,0.00896972,-0.0207433,179.811,357.417,141.607,0,0,0,0
9.94498,0.446515,0.0594697,-9.61863,0.00360797,0.000449903,0.000193276,-4.21333E-05,3.28752E-05,1.32645E-05,0.32881,0.944126,0.00897653,-0.0207108,179.809,357.42,141.601,0,0,0,0
9.97126,0.388901,0.0365967,-9.36254,-0.00330908,0.000449667,-0.000338756,-4.27083E-05,3.30706E-05,1.29701E-05,0.328757,0.944145,0.00900508,-0.0206824,179.805,357.422,141.608,0,0,0,0
9.99757,0.405705,0.0457459,-9.45652,0.00467193,0.00364185,-0.000338931,-4.25445E-05,3.32092E-05,1.30408E-05,0.328751,0.944148,0.00897249,-0.0206684,179.808,357.425,141.608,0,0,0,0
10.0269,0.535338,-0.00727456,-9.60453,-0.00277799,-0.00327648,-0.00353071,-4.22157E-05,3.24074E-05,1.29007E-05,0.328581,0.944202,0.00900742,-0.0208818,179.811,357.401,141.629,0,0,0,0
10.0532,0.364894,-0.0460722,-9.16988,-0.0043738,-0.00753248,0.00445044,-4.19807E-05,3.25234E-05,1.25051E-05,0.328511,0.944229,0.00891665,-0.0207994,179.818,357.413,141.637,0,0,0,0
10.0919,0.417708,0.0823426,-9.83008,-0.00278043,0.00896131,-0.00885194,-4.21296E-05,3.22638E-05,1.28215E-05,0.328271,0.944316,0.00875879,-0.0207192,179.831,357.428,141.666,0,0,0,0
10.1181,0.528137,0.0571824,-9.19103,-0.00543917,-0.00540519,-0.00193305,-4.21636E-05,3.29583E-05,1.31955E-05,0.328258,0.944316,0.00898447,-0.0208255,179.811,357.408,141.668,0,0,0,0
10.1477,0.314481,0.0205857,-9.63742,0.000413084,0.00204512,0.00178936,-4.22076E-05,3.29107E-05,1.35141E-05,0.328433,0.94426,0.00887835,-0.0206428,179.816,357.431,141.647,0,0,0,0
10.1745,0.492127,-0.00727456,-9.36019,-0.00650275,-0.00167952,-0.00885107,-4.19662E-05,3.28492E-05,1.33925E-05,0.328389,0.944274,0.00890276,-0.0206643,179.814,357.428,141.652,0,0,0,0
10.2008,0.441714,0.0205857,-9.57634,0.00573478,0.00257727,0.00498368,-4.20813E-05,3.25404E-05,1.33064E-05,0.328379,0.944275,0.00886924,-0.020813,179.823,357.413,141.653,0,0,0,0
10.2302,0.420109,0.0663316,-9.40483,-0.00331064,-0.00487118,-0.000870466,-0.00004183,0.000032278,1.29043E-05,0.328298,0.944309,0.00889498,-0.0205231,179.809,357.444,141.663,0,0,0,0
10.2565,0.489727,0.0274475,-9.51055,0.000414431,0.00417417,-0.00193422,-4.19928E-05,3.24366E-05,0.000012749,0.328224,0.944331,0.00894908,-0.0206663,179.809,357.426,141.672,0,0,0,0
10.2827,0.398503,-0.00727456,-9.50115,-0.00118188,-0.00380737,0.000726171,-4.26112E-05,0.000033315,1.23975E-05,0.328232,0.94433,0.00887415,-0.0206556,179.816,357.43,141.671,0,0,0,0
10.3089,0.393702,0.038884,-9.46121,-0.00118166,0.000450065,-0.000870023,-4.19786E-05,3.23233E-05,1.26766E-05,0.328147,0.944361,0.00883785,-0.0205771,179.817,357.44,141.681,0,0,0,0
10.3351,0.427311,0.0571824,-9.51525,0.000414515,0.00417378,-0.00140193,-4.18302E-05,3.22079E-05,1.26068E-05,0.328046,0.944396,0.00886496,-0.0206079,179.815,357.436,141.694,0,0,0,0
10.3648,0.458519,0.0274475,-9.43302,-0.00171357,-8.29604E-05,0.00232253,-4.15269E-05,3.21134E-05,1.27973E-05,0.32797,0.944419,0.00898513,-0.0206818,179.805,357.423,141.703,0,0,0,0
10.3908,0.434512,0.0297348,-9.67031,0.00360707,0.000980837,0.000193845,-4.20717E-05,3.23216E-05,1.21798E-05,0.327873,0.944453,0.00892975,-0.020686,179.811,357.425,141.715,0,0,0,0
10.417,0.410506,0.00914918,-9.33904,-0.00437421,0.000448616,-0.00299824,-0.000042396,3.27258E-05,1.27766E-05,0.327771,0.944488,0.0089169,-0.0207025,179.812,357.424,141.727,0,0,0,0
10.4434,0.405705,0.0526078,-9.55754,0.00573558,0.00257651,0.00232265,-4.23517E-05,3.24634E-05,1.31596E-05,0.327678,0.944521,0.00891136,-0.0206835,179.812,357.426,141.738,0,0,0,0
10.4728,0.470522,-0.0218237,-9.21922,-0.010228,-0.0048735,-0.00299833,-4.19639E-05,3.18863E-05,1.34967E-05,0.32743,0.944604,0.00897377,-0.0208016,179.809,357.411,141.768,0,0,0,0
10.499,0.372096,-0.0218237,-9.28266,0.00254366,-0.00646808,0.00338659,-4.23375E-05,3.21819E-05,1.33696E-05,0.327241,0.944673,0.00882753,-0.0207017,179.821,357.427,141.791,0,0,0,0
10.5254,0.391301,0.0960664,-9.85592,0.00626604,0.00789776,-0.00406271,-4.20481E-05,3.26444E-05,0.000013055,0.327203,0.944688,0.00878445,-0.0206492,179.823,357.434,141.796,0,0,0,0
10.5546,0.50173,0.0571824,-9.3226,-0.00118124,-0.00966077,0.0039198,-0.000042096,3.23287E-05,1.33024E-05,0.327192,0.944688,0.00903567,-0.0207159,179.798,357.418,141.798,0,0,0,0
10.5809,0.302478,-0.00969941,-9.62098,0.00413863,0.00310995,0.00711038,-0.000042148,3.27363E-05,1.35009E-05,0.327263,0.944667,0.0088729,-0.0206188,179.813,357.434,141.789,0,0,0,0
10.607,0.468121,0.0022873,-9.46356,-0.00384246,-8.32174E-05,-0.00831946,-0.000041654,3.30089E-05,1.36396E-05,0.327349,0.944637,0.0088196,-0.0206176,179.819,357.436,141.778,0,0,0,0
10.6333,0.489727,0.0297348,-9.54579,0.0025428,0.000980966,0.000727113,-4.16073E-05,3.29139E-05,1.37202E-05,0.327554,0.944562,0.00888878,-0.0208118,179.819,357.413,141.753,0,0,0,0
10.6628,0.357693,0.0709062,-9.45652,-0.00331066,-0.00540352,0.000725444,-4.19305E-05,0.000032821,1.34468E-05,0.327782,0.944489,0.00887641,-0.0205218,179.81,357.445,141.726,0,0,0,0
10.6889,0.506531,0.0251603,-9.54579,-0.00118173,0.00523817,-0.00299875,-4.15089E-05,3.33266E-05,1.36073E-05,0.328043,0.944394,0.00897662,-0.0206552,179.805,357.426,141.694,0,0,0,0
10.7153,0.417708,-0.00727456,-9.48706,0.000414573,-0.00114773,0.000194203,-4.15191E-05,3.31154E-05,1.34521E-05,0.32828,0.944311,0.00894276,-0.0207221,179.812,357.42,141.665,0,0,0,0
10.7446,0.3865,0.0434586,-9.49176,0.00094633,-0.00380712,0.000726078,-4.15269E-05,3.27186E-05,1.35978E-05,0.328422,0.944265,0.00886272,-0.0206179,179.817,357.435,141.648,0,0,0,0
10.7762,0.460919,0.0434586,-9.42597,-0.00118208,0.00151256,-0.00140219,-4.15336E-05,3.23743E-05,1.37243E-05,0.328485,0.944241,0.00890491,-0.0206644,179.814,357.428,141.64,0,0,0,0
10.803,0.482525,0.0594697,-9.56694,0.00147858,-0.00327567,0.00179024,-4.23304E-05,3.24864E-05,0.000013262,0.328427,0.944259,0.00897347,-0.0207464,179.81,357.417,141.647,0,0,0,0
10.8329,0.403304,-0.0145491,-9.3085,-0.00277847,-0.00380717,-0.00353076,-4.16019E-05,3.19036E-05,1.32217E-05,0.328196,0.944342,0.00884356,-0.0206607,179.82,357.431,141.675,0,0,0,0
10.8594,0.460919,0.0297348,-9.7361,0.00520266,-0.003806,0.000194497,-4.15635E-05,3.24719E-05,1.37025E-05,0.328189,0.944345,0.00879146,-0.0206716,179.826,357.432,141.676,0,0,0,0
10.8856,0.374497,0.022873,-9.44007,-0.00384354,0.00204681,0.00125842,-4.12904E-05,3.25743E-05,1.35189E-05,0.328308,0.944304,0.00876186,-0.0206406,179.828,357.436,141.662,0,0,0,0
10.9151,0.494528,0.0640443,-9.60688,0.00679882,-0.00327255,0.00338622,-4.23455E-05,3.22768E-05,1.32675E-05,0.328185,0.944348,0.00877964,-0.0205919,179.824,357.441,141.677,0,0,0,0
10.9413,0.376897,0.0411713,-9.527,-0.00118316,0.00364384,-0.00246688,-4.25851E-05,3.26916E-05,1.27305E-05,0.328045,0.944397,0.00882485,-0.0205794,179.818,357.44,141.694,0,0,0,0
10.9675,0.439314,0.0365967,-9.57164,0.000945382,-0.006465,-0.00299807,-4.27397E-05,3.26954E-05,1.26319E-05,0.327859,0.944463,0.00881092,-0.0204927,179.816,357.45,141.716,0,0,0,0
10.9939,0.367295,0,-9.48001,-0.00118317,0.00577303,0.00232268,-4.25645E-05,3.29691E-05,1.28244E-05,0.327804,0.944483,0.00875486,-0.0204666,179.821,357.455,141.723,0,0,0,0
11.0235,0.50173,0.0434586,-9.54344,0.0014777,-0.00327227,-0.000338331,-4.20632E-05,3.28572E-05,1.29961E-05,0.327873,0.944459,0.00874265,-0.0205082,179.824,357.451,141.715,0,0,0,0
11.0493,0.403304,0.0937791,-9.46356,-0.000118807,0.00470854,-0.000338376,-4.18738E-05,0.000032815,1.30609E-05,0.327974,0.944422,0.00886563,-0.0205419,179.812,357.443,141.703,0,0,0,0
11.0757,0.429711,0.0503205,-9.55519,0.000945192,-0.00380486,-0.00459449,-4.20234E-05,3.22569E-05,1.33393E-05,0.327876,0.944457,0.00888791,-0.0204844,179.808,357.448,141.715,0,0,0,0
11.1021,0.408106,-0.0145491,-9.51055,-0.00118297,0.00151628,0.00179069,-4.21225E-05,3.21595E-05,0.000013025,0.32773,0.944507,0.00884518,-0.0205013,179.812,357.448,141.732,0,0,0,0
11.1314,0.451317,0.0205857,-9.56694,-0.000118768,-0.00220828,-0.000337895,-4.21938E-05,3.21738E-05,1.34239E-05,0.327501,0.944588,0.00872177,-0.0204991,179.825,357.453,141.76,0,0,0,0
11.1576,0.429711,0.0480332,-9.48001,0.00200926,0.00417657,0.000726286,-4.22374E-05,3.18428E-05,1.30768E-05,0.32728,0.944663,0.0087418,-0.020558,179.825,357.446,141.786,0,0,0,0
11.1851,0.427311,0.0800553,-9.50115,0.000412695,-0.00167665,0.000194255,-4.25126E-05,0.000032154,1.31009E-05,0.32707,0.944736,0.00882153,-0.0205189,179.814,357.447,141.812,0,0,0,0
11.2147,0.417708,-0.0218237,-9.51055,-0.00171526,0.000984075,-0.00140177,-4.24019E-05,3.20747E-05,1.31265E-05,0.326741,0.94485,0.00880745,-0.0205206,179.815,357.448,141.852,0,0,0,0
11.2396,0.420109,-0.00242485,-9.48941,-0.000118833,-0.00114416,-0.000337463,-4.18329E-05,3.20565E-05,1.31479E-05,0.326613,0.944896,0.00870939,-0.020512,179.825,357.452,141.867,0,0,0,0
11.2658,0.408106,0.0434586,-9.51995,0.00200926,0.000452258,0.000726584,-4.14603E-05,3.28318E-05,1.26739E-05,0.326779,0.944839,0.00870315,-0.0204956,179.825,357.454,141.847,0,0,0,0
11.2924,0.415307,0.0571824,-9.5223,-0.000119608,0.000451893,-0.00193383,-4.15031E-05,3.25315E-05,1.23576E-05,0.326921,0.944789,0.00875313,-0.0204772,179.819,357.454,141.83,0,0,0,0
11.3214,0.444115,0.0343094,-9.5082,-0.000119243,0.000984225,0.000726789,-4.19605E-05,0.000032559,1.27468E-05,0.327027,0.944752,0.00887094,-0.02048,179.807,357.45,141.818,0,0,0,0
11.3478,0.412907,-0.0145491,-9.56459,-0.000651134,-8.01105E-05,-0.000869598,-0.00004206,3.31453E-05,1.29002E-05,0.327142,0.944712,0.00879974,-0.0204833,179.815,357.452,141.803,0,0,0,0
11.3742,0.434512,0.0251603,-9.51995,-0.000118928,-0.000611948,-0.00140138,-4.21342E-05,3.32552E-05,1.27487E-05,0.327288,0.944662,0.00876589,-0.0204811,179.819,357.453,141.786,0,0,0,0
11.4003,0.420109,0.0640443,-9.5411,0.000945006,0.000984281,0.00125901,-4.16577E-05,3.35971E-05,0.000012171,0.327622,0.944546,0.00882213,-0.020463,179.813,357.453,141.745,0,0,0,0
11.4265,0.453717,0.0503205,-9.50585,-0.00118329,-0.00114396,0.000194613,-0.000042137,3.32786E-05,1.27686E-05,0.327841,0.94447,0.00888247,-0.0204616,179.807,357.451,141.719,0,0,0,0
11.4559,0.42491,0.00457459,-9.52935,-0.000118569,0.000452537,0.000194479,-4.18664E-05,3.22987E-05,1.26258E-05,0.327841,0.944469,0.00888043,-0.0204873,179.808,357.448,141.719,0,0,0,0
11.4822,0.415307,0.00457459,-9.51995,0.00200978,-0.00167557,-0.000869475,-4.22823E-05,3.19206E-05,1.30549E-05,0.327596,0.944555,0.00877897,-0.0204889,179.819,357.452,141.748,0,0,0,0
11.5089,0.403304,0.0434586,-9.52935,0.000945332,0.00204891,0.000194706,-4.22718E-05,3.24732E-05,1.30951E-05,0.327467,0.9446,0.00875479,-0.0204711,179.82,357.455,141.764,0,0,0,0
11.5403,0.422509,0.0571824,-9.50115,-0.00118295,-0.00114386,0.000194702,-4.12839E-05,3.28818E-05,1.32883E-05,0.327672,0.944528,0.00883576,-0.0204667,179.812,357.452,141.739,0,0,0,0
11.5679,0.42491,0.00457459,-9.54344,-0.000650741,-0.000611667,0.000194464,-4.16282E-05,3.30902E-05,1.34918E-05,0.327907,0.944447,0.00881646,-0.020479,179.815,357.452,141.711,0,0,0,0
11.5971,0.410506,0.0205857,-9.48941,-0.000650633,-7.95256E-05,-0.000337273,-0.000041231,3.32794E-05,1.26782E-05,0.328336,0.944299,0.00877755,-0.020443,179.819,357.457,141.659,0,0,0,0
11.6235,0.417708,0.0457459,-9.51055,0.000945542,0.000452414,0.00125876,-0.000041073,0.000033093,1.31107E-05,0.328676,0.94418,0.00880118,-0.0204559,179.818,357.454,141.617,0,0,0,0
11.6499,0.439314,0.0365967,-9.51525,-0.000118719,0.000452178,0.00019436,-4.14933E-05,3.32254E-05,1.33782E-05,0.328955,0.944082,0.00884273,-0.020478,179.815,357.45,141.583,0,0,0,0
11.6793,0.434512,0.0320221,-9.51525,-0.000118561,-7.97883E-05,-0.000337735,-4.15124E-05,3.33104E-05,1.28131E-05,0.329206,0.943994,0.00886031,-0.0204719,179.814,357.45,141.553,0,0,0,0
11.7087,0.405705,0.0274475,-9.5035,0.000945644,0.000452034,0.000194374,-0.000042135,3.32836E-05,1.32263E-05,0.329403,0.943926,0.00884387,-0.0204667,179.816,357.452,141.529,0,0,0,0
11.735,0.432112,0.0205857,-9.49881,0.000413431,-8.00602E-05,0.00019433,-4.21985E-05,3.28147E-05,1.27053E-05,0.329378,0.943935,0.00880329,-0.0204775,179.82,357.452,141.532,0,0,0,0
11.7628,0.417708,0.0205857,-9.53405,0.00094538,0.000983927,0.000194222,-4.22194E-05,3.27838E-05,1.31164E-05,0.329321,0.943955,0.00879655,-0.0204878,179.821,357.451,141.539,0,0,0,0
11.7949,0.420109,0.0251603,-9.51525,-0.0011829,-8.02055E-05,-0.000337832,-4.26074E-05,3.27439E-05,1.27944E-05,0.32913,0.944021,0.0088173,-0.0205084,179.819,357.448,141.562,0,0,0,0
11.8202,0.439314,0.0114365,-9.5035,0.000945583,-0.000612235,-0.000337943,-4.24753E-05,0.000033002,1.31757E-05,0.32906,0.944045,0.00878066,-0.0205362,179.824,357.446,141.57,0,0,0,0
11.8463,0.432112,0.0251603,-9.5317,0.000413369,0.00151617,-0.0014019,-0.000042133,3.29095E-05,1.34233E-05,0.329039,0.944052,0.00877115,-0.0205491,179.826,357.445,141.573,0,0,0,0
11.8764,0.432112,0.0480332,-9.5082,-0.000118636,0.000451783,0.00125847,-4.18359E-05,3.31833E-05,0.000013218,0.329208,0.943994,0.00879534,-0.0205261,179.823,357.447,141.553,0,0,0,0
11.9022,0.422509,0.0457459,-9.49881,-0.000118671,0.000451738,-0.000337724,-4.22464E-05,3.30157E-05,0.000013686,0.329248,0.943979,0.00883684,-0.0205369,179.819,357.444,141.548,0,0,0,0
11.9285,0.453717,0.0137238,-9.55049,-0.000650691,-8.04197E-05,-0.000337448,-4.22501E-05,3.29124E-05,0.000013744,0.329224,0.943986,0.0088367,-0.0205808,179.82,357.439,141.551,0,0,0,0
11.9595,0.410506,0.0251603,-9.5176,0.00147742,0.000451723,0.000726577,-0.000041888,0.000033188,1.38055E-05,0.32936,0.943939,0.00879026,-0.020569,179.825,357.443,141.534,0,0,0,0
11.9874,0.415307,0.038884,-9.48001,-0.000651006,-8.04346E-05,0.000194419,-4.17709E-05,0.000033023,1.30842E-05,0.329472,0.9439,0.00880074,-0.0205669,179.824,357.442,141.52,0,0,0,0
12.016,0.427311,0.0548951,-9.48706,0.000944978,0.000451699,0.000726487,-4.22094E-05,3.29112E-05,0.000013353,0.329479,0.943898,0.00881687,-0.0205378,179.822,357.445,141.52,0,0,0,0
12.0465,0.432112,0.0297348,-9.50115,0.000412971,-0.00167653,0.000194561,-4.22282E-05,0.000033085,1.35086E-05,0.329457,0.943906,0.00880897,-0.0205331,179.822,357.446,141.522,0,0,0,0
12.0727,0.412907,0.0114365,-9.50585,0.000412935,0.000984116,0.000194643,-0.000042249,3.26914E-05,1.33807E-05,0.329379,0.943933,0.00877026,-0.0205524,179.827,357.445,141.532,0,0,0,0
12.1021,0.434512,0.0365967,-9.527,-0.000651376,0.000451839,-0.000337668,-4.19079E-05,3.27125E-05,1.29456E-05,0.329339,0.943947,0.00878194,-0.0205642,179.826,357.443,141.537,0,0,0,0
12.1299,0.417708,0.0274475,-9.51525,0.00147691,0.000983713,0.00072645,-4.17686E-05,3.29859E-05,0.000013031,0.329412,0.943921,0.00877874,-0.0205699,179.827,357.443,141.528,0,0,0,0
12.1583,0.417708,0.0274475,-9.45887,-0.00118369,-0.00114459,-0.000337888,-4.14275E-05,3.26397E-05,1.30868E-05,0.329493,0.943893,0.00878637,-0.0205564,179.826,357.444,141.518,0,0,0,0
12.187,0.422509,0.0205857,-9.55049,0.000412628,-0.000612577,-0.000338085,-0.000041402,3.22379E-05,1.28811E-05,0.329478,0.943899,0.00877373,-0.0205587,179.827,357.444,141.52,0,0,0,0
12.2146,0.417708,0.0297348,-9.5035,-0.000651505,-0.000612557,-0.0014021,-4.19825E-05,0.000032405,1.27282E-05,0.329363,0.943939,0.00877644,-0.0205463,179.826,357.445,141.534,0,0,0,0
12.2427,0.429711,0.0365967,-9.56459,-0.000651412,-8.03601E-05,0.0017904,-4.20858E-05,3.25197E-05,1.28837E-05,0.329262,0.943974,0.0087807,-0.0205408,179.825,357.446,141.546,0,0,0,0
12.2722,0.412907,0.00686189,-9.48471,-0.00224751,-8.05892E-05,-0.000870105,-4.21612E-05,0.000032979,1.33571E-05,0.329228,0.943986,0.00879436,-0.0205515,179.824,357.444,141.55,0,0,0,0
12.2983,0.417708,0.0274475,-9.5223,0.000413014,-0.000612427,0.0012583,-4.19378E-05,3.26312E-05,0.000013537,0.329204,0.943995,0.00877035,-0.0205361,179.826,357.447,141.553,0,0,0,0
12.3251,0.417708,0.0297348,-9.50115,-0.00118317,0.000451626,0.00125806,-4.25857E-05,0.000032391,1.36346E-05,0.329024,0.944058,0.00878805,-0.0205307,179.823,357.447,141.575,0,0,0,0
12.3545,0.446515,0.0343094,-9.5082,0.000413215,-8.03284E-05,0.00072607,-4.20694E-05,3.25631E-05,1.36583E-05,0.328855,0.944116,0.00883007,-0.0205161,179.818,357.447,141.596,0,0,0,0
12.3808,0.415307,0.0137238,-9.48941,-0.000651112,0.00151565,-0.00087025,-4.21402E-05,3.28826E-05,1.32339E-05,0.32884,0.944122,0.00882658,-0.0205054,179.818,357.448,141.597,0,0,0,0
12.407,0.441714,0.0297348,-9.53405,0.00254121,-0.00167682,0.000193931,-4.24549E-05,3.28176E-05,0.000012954,0.328776,0.944144,0.00879829,-0.0205068,179.821,357.449,141.605,0,0,0,0
12.4364,0.432112,0.0434586,-9.52935,-0.00011931,-8.06469E-05,0.00125802,-4.23565E-05,0.000033129,1.30577E-05,0.328778,0.944143,0.00881374,-0.020511,179.819,357.448,141.605,0,0,0,0
12.4628,0.432112,0.0297348,-9.54344,-0.00171543,-0.00167658,-0.000338428,-4.17908E-05,0.00003352,1.28636E-05,0.328994,0.944068,0.0088433,-0.0205004,179.816,357.448,141.579,0,0,0,0
12.4886,0.436913,0.038884,-9.47766,-0.00118328,-8.03545E-05,-0.000338346,-4.22221E-05,3.32293E-05,1.32118E-05,0.329107,0.944028,0.00886031,-0.0205116,179.815,357.446,141.565,0,0,0,0
12.5159,0.42491,0.0343094,-9.52465,-0.000119029,-0.00167654,-0.000338327,-4.19709E-05,0.000033055,1.34464E-05,0.329189,0.944,0.00887697,-0.0205059,179.813,357.446,141.555,0,0,0,0
12.5488,0.434512,0.0343094,-9.5035,-0.000118986,-8.00509E-05,-0.000338525,-4.27472E-05,0.000033089,0.000013157,0.329114,0.944026,0.00888255,-0.0205155,179.813,357.445,141.564,0,0,0,0
12.5742,0.427311,0.0320221,-9.5176,-0.000118956,-0.000611952,0.00019367,-4.23174E-05,3.26998E-05,1.31616E-05,0.329025,0.944056,0.0088977,-0.0205271,179.811,357.443,141.575,0,0,0,0
12.6005,0.432112,0.0205857,-9.50585,-0.00118289,0.000452358,-0.000338234,-4.17612E-05,3.32472E-05,1.31774E-05,0.32914,0.944016,0.00891518,-0.0205359,179.81,357.441,141.561,0,0,0,0
12.6298,0.415307,0.0137238,-9.5035,0.000945473,0.00045226,-0.000870481,-4.09514E-05,3.26558E-05,1.28541E-05,0.329416,0.94392,0.00888828,-0.0205345,179.814,357.443,141.527,0,0,0,0
12.656,0.420109,0.0411713,-9.5129,0.000413325,0.000984263,0.0001937,-4.14167E-05,3.26839E-05,0.000013459,0.329531,0.94388,0.00890469,-0.0205358,179.812,357.442,141.514,0,0,0,0
12.6835,0.427311,0.0274475,-9.527,0.000413096,-7.99447E-05,0.000725769,-0.00004174,3.21693E-05,1.30993E-05,0.329448,0.943909,0.00889219,-0.0205358,179.813,357.442,141.524,0,0,0,0
