Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
22.3937,0.336087,-0.150341,-9.36489,-0.0155277,-0.0276667,-0.0500468,-5.22974E-05,6.00973E-06,1.37784E-05,0.0758848,0.996946,0.00455963,-0.0178779,179.634,357.917,171.301,-2.60525E-05,-0.00118961,1.43791E-05,-0.000021725
22.4225,0.158441,0.212719,-9.57634,-0.00860845,-0.00957309,-0.0601495,-5.23419E-05,0.000005534,1.31429E-05,0.074341,0.997072,0.00467435,-0.0172877,179.613,357.985,171.479,-0.000130263,-0.00118961,7.17661E-05,-0.000108711
22.4528,0.237661,0.256177,-9.66327,-0.00381736,-0.0101035,0.0111566,-5.27139E-05,6.18494E-06,1.25933E-05,0.0733071,0.997161,0.00530123,-0.016387,179.532,358.083,171.599,-0.00010421,-0.000475845,5.73715E-05,-8.69957E-05
22.4816,0.477724,0.235591,-9.44947,0.00682318,0.00266697,0.0154094,-5.28557E-05,6.16915E-06,1.26307E-05,0.0730645,0.997175,0.00558271,-0.0165185,179.5,358.065,171.627,-7.81576E-05,-0.000237923,4.30131E-05,-0.000065257
22.5119,0.343289,-0.0121243,-9.33199,0.00309561,0.0138366,-0.0186435,-5.26197E-05,6.51813E-06,1.23389E-05,0.072285,0.997224,0.00533981,-0.0170603,179.531,358.006,171.716,-0.00010421,0,5.73508E-05,-8.70094E-05
22.5408,0.237661,-0.140641,-9.50115,0.00149904,-0.00638273,-0.00853004,-5.28058E-05,0.000006117,1.22182E-05,0.0715523,0.997281,0.00497332,-0.0169337,179.57,358.024,171.8,-0.00010421,0,5.73508E-05,-8.70094E-05
22.5707,0.314481,0.118939,-9.49411,0.00309483,0.0021319,0.0122197,-5.28641E-05,0.000006129,1.22066E-05,0.0709399,0.997325,0.00488665,-0.0169376,179.579,358.024,171.87,0.0041684,-0.00666183,-0.00227079,0.00349558
22.5992,5.48782,0.914918,-9.1041,0.152618,0.00266402,-0.00959688,-5.14434E-05,4.31079E-06,1.06701E-05,0.0709206,0.997205,0.00576513,-0.0227852,179.526,357.349,171.875,0.0120884,-0.0261715,-0.00631777,0.010306
22.6298,4.72922,0.901195,-7.72262,0.268087,0.430483,-0.0644045,-5.08723E-05,3.44709E-06,1.13398E-05,0.0711007,0.996566,0.00572657,-0.0420423,179.687,355.146,171.851,0.0162047,-0.0247439,-0.00812467,0.0140207
22.6582,3.89621,0.317934,-9.42362,0.267023,0.398024,-0.179341,-5.13984E-05,4.69006E-06,1.23314E-05,0.0691748,0.996143,0.00529474,-0.0537229,179.82,353.814,172.065,0.0127657,-0.012372,-0.00626333,0.0111236
22.6888,4.66921,-1.05724,-10.9132,0.179224,0.185179,-0.324608,-5.11757E-05,4.91678E-06,1.23148E-05,0.0625584,0.995845,-0.000631582,-0.0661732,180.551,352.431,172.774,0.0166476,-0.00975483,-0.008026,0.0145851
22.7177,3.15202,-2.21874,-8.83391,0.0547097,0.110151,-0.357598,-5.08332E-05,4.85209E-06,1.22238E-05,0.055733,0.995795,-0.00543109,-0.0725001,181.094,351.733,173.514,0.013912,-0.00380676,-0.00666073,0.0122139
22.7478,2.03093,-2.0393,-9.61158,0.12016,-0.152713,-0.130386,-5.05138E-05,0.000005513,1.24865E-05,0.0492354,0.995869,-0.0134374,-0.0750986,181.979,351.474,174.192,0.017872,0.00190339,-0.00858652,0.0156742
22.7761,2.06213,-1.02086,-7.6357,-0.279457,-0.314475,0.0106234,-0.000050679,4.96424E-06,1.23255E-05,0.0483834,0.995957,-0.013303,-0.0745135,181.953,351.539,174.293,0.0157097,-0.000237925,-0.00754435,0.0137796
22.8051,1.65883,-0.914169,-9.96165,-0.520504,-0.553394,0.139395,-5.10529E-05,4.60531E-06,1.19692E-05,0.0492537,0.996369,-0.00923464,-0.0688319,181.457,352.169,174.24,0.0189923,-0.00356885,-0.00906127,0.0166913
22.8363,0.818612,1.00641,-12.3369,0.0467281,-0.477302,0.239432,-5.20953E-05,4.27667E-06,1.14683E-05,0.0530975,0.99686,-0.00605523,-0.0584349,181.054,353.347,173.841,0.0212328,0.0021413,-0.0101702,0.0186387
22.8648,0.314481,1.02471,-9.07121,-0.0495843,-0.0622537,0.167597,-5.27326E-05,4.93826E-06,1.14101E-05,0.0553939,0.99692,-0.00426835,-0.0553527,180.844,353.691,173.593,0.0170644,0.00214129,-0.00820563,0.014962
22.8953,-0.204111,1.40211,-7.80955,-0.0474559,0.185711,0.00210959,-5.36383E-05,5.15205E-06,1.20192E-05,0.0567807,0.996959,0.00230717,-0.0533204,180.084,353.882,173.476,0.0209202,-0.000237925,-0.0100554,0.0183451
22.9248,-0.431417,0.432299,-9.26856,0.0674805,0.0936553,-0.0947349,-5.31929E-05,5.51026E-06,1.17743E-05,0.0559097,0.997115,0.00330627,-0.0512388,179.95,354.114,173.584,0.0188099,0,-0.00904106,0.0164946
22.956,-0.102056,0.178409,-10.8474,0.0201224,-0.156438,-0.100588,-5.31567E-05,6.07713E-06,1.16278E-05,0.0538848,0.997506,0.00349374,-0.0454459,179.881,354.776,173.821,0.0191747,-0.000475834,-0.00920837,0.0168188
22.9844,0.554543,-0.598938,-10.3423,0.00469117,-0.150052,0.00530227,-5.34236E-05,5.56347E-06,1.15075E-05,0.0533979,0.99771,0.00202981,-0.0414754,180.022,355.24,173.872,0.0195915,0.000475842,-0.00941672,0.01718
23.0166,0.739391,-1.09118,-10.5302,-0.0612845,0.148469,0.140451,-5.33041E-05,5.1233E-06,1.10756E-05,0.0545576,0.997654,0.000943295,-0.0413519,180.151,355.261,173.733,0.0220925,8.50523E-09,-0.0106189,0.0193732
23.0452,0.172845,-0.33463,-8.45565,0.0988814,0.183588,0.117038,-0.000053518,0.000004953,1.11541E-05,0.0554164,0.997543,-0.000930219,-0.0428547,180.38,355.101,173.624,0.0176636,-0.000951693,-0.00847533,0.0154975
23.0756,0.960248,0.777681,-8.60837,0.0727991,0.0734322,0.0877616,-0.000052901,4.55978E-06,1.12377E-05,0.0571391,0.997361,-2.84301E-05,-0.0447816,180.298,354.875,173.429,0.0220404,0.000951693,-0.0105938,0.0193275
23.1051,0.912236,0.672465,-8.54728,-0.00648567,-0.00212782,0.0318898,-5.32587E-05,4.85405E-06,1.10128E-05,0.0576716,0.997297,0.00153744,-0.0455096,180.126,354.782,173.375,0.019852,0,-0.00954195,0.0174084
23.1369,1.07788,0.0594697,-10.0556,-0.0362796,-0.152165,-3.69288E-05,-5.35532E-05,5.82383E-06,0.000010824,0.0577552,0.997319,0.00256346,-0.0448637,180.004,354.849,173.371,0.019826,0.000237917,-0.00953356,0.0173833
23.1641,-0.204111,-0.800201,-10.1097,-0.0788391,-0.204288,0.0137963,-5.31607E-05,5.14772E-06,0.000010755,0.0572705,0.997523,0.00162042,-0.0407968,180.083,355.321,173.425,0.0201386,0.000713759,-0.00969649,0.0176505
23.1957,-0.204111,-1.53978,-12.499,-0.0394628,0.0527227,0.0255028,-5.27193E-05,5.4666E-06,1.09522E-05,0.056886,0.997675,0.000254967,-0.0375213,180.216,355.705,173.465,0.0203991,-0.000713767,-0.00980917,0.0178859
23.2237,0.112829,-0.140641,-7.80955,0.0291797,0.192668,0.0361451,-5.28893E-05,5.17489E-06,1.05862E-05,0.0570735,0.997654,0.000247913,-0.0377975,180.219,355.673,173.443,0.0204252,0,-0.0098217,0.0179087
23.2559,0.403304,0.251603,-6.9849,0.0738772,0.0894385,-0.0239837,-5.30067E-05,5.99607E-06,1.06135E-05,0.0572186,0.997586,0.00122656,-0.039317,180.118,355.493,173.43,0.0225875,-0.000237925,-0.0108568,0.0198072
23.2845,0.974652,1.20312,-9.43537,0.0169391,-0.0276229,-0.00748727,-5.33276E-05,5.5116E-06,1.08583E-05,0.057457,0.997552,0.00340434,-0.0397012,179.872,355.434,173.412,0.0181065,-0.000237917,-0.00869918,0.0158799
23.3155,0.00960248,0.208144,-11.127,-0.049569,-0.178721,0.0483787,-5.26298E-05,5.65205E-06,1.03386E-05,0.0579202,0.997671,0.00392905,-0.0358146,179.788,355.876,173.362,0.0227439,0.000237917,-0.0109319,0.0199443
23.3437,-0.514917,-0.931143,-9.02187,-0.0932022,-0.110611,0.0643421,-5.25592E-05,5.30317E-06,1.06941E-05,0.0580792,0.997786,0.00286335,-0.0322827,179.887,356.287,173.341,0.0181586,0.000237925,-0.00873179,0.0159214
23.3746,0.0480124,-0.555291,-8.36402,-0.0458442,0.14161,0.0627458,-5.28473E-05,5.34978E-06,1.09977E-05,0.0581004,0.997817,0.0013241,-0.0313646,180.058,356.403,173.333,0.0228741,-0.000475842,-0.0109898,0.0200612
23.4033,0.050413,-0.290982,-9.06181,0.0270552,0.196418,0.0223052,-0.000052949,5.89261E-06,1.08697E-05,0.0580782,0.997761,0.000184905,-0.0331733,180.2,356.203,173.331,0.0151365,-0.00642391,-0.00718684,0.0133215
23.4352,-0.932416,1.37924,-6.1391,-0.0767067,0.117133,-0.0245207,-5.35492E-05,2.55557E-06,1.10505E-05,0.0575725,0.997752,0.00477708,-0.0339616,179.677,356.082,173.406,-0.000182368,-0.00261715,0.000086168,-0.000160727
23.4623,-10.9733,-1.24395,-20.849,-0.364047,-0.00897746,-0.217678,-5.21371E-05,2.80484E-06,9.43661E-06,0.055044,0.99816,0.00804441,-0.024128,179.231,357.188,173.706,0.00052105,0.00142754,-0.00024685,0.000458867
23.4933,-7.92322,0.914918,-4.86805,-0.28902,-0.464998,-0.648689,-5.18944E-05,4.80357E-06,1.07115E-05,0.0448083,0.998911,0.0123505,0.0041538,178.565,0.41206,174.858,0.000234473,0.000237923,-0.000111131,0.000206464
23.5259,-1.26874,0.67704,-4.83281,-0.191111,-0.64432,-0.609845,-5.25797E-05,5.54645E-06,1.19176E-05,0.0375318,0.998869,0.0183564,0.0226914,177.799,2.51916,175.648,0.00020842,-0.000475845,-9.86962E-05,0.00018357
23.5575,-2.88539,1.26487,-7.96462,-0.187386,-0.109547,-0.304944,-0.000053209,5.4689E-06,1.19516E-05,0.0304839,0.998466,0.0251837,0.0387585,176.973,4.35079,176.388,0.00531471,-0.00190338,-0.00250784,0.00468582
23.5892,4.35473,0.482619,-8.04685,0.220212,0.668934,-0.0979522,-5.33016E-05,2.19929E-06,8.93005E-06,0.0281779,0.998923,0.0249127,0.0271825,177.055,3.0325,176.69,0.0166997,-0.0121341,-0.00770078,0.0148181
23.6165,6.82737,1.17796,-12.2993,0.728912,0.730127,0.118085,-5.27557E-05,2.56477E-06,8.80417E-06,0.029165,0.999379,0.0184639,0.00710464,177.861,0.75194,176.643,0.0200083,-0.0304541,-0.00868165,0.0180267
23.645,1.59881,4.24751,-14.5149,1.31104,0.700861,0.602308,-5.21264E-05,3.3335E-06,8.98155E-06,0.0362798,0.999281,0.00881291,-0.0066324,179.018,359.204,175.848,0.0170905,-0.0142754,-0.00719501,0.0155021
23.6756,6.5633,-3.2299,-9.00542,-1.10634,0.0575366,0.321885,-5.26648E-05,3.26347E-06,9.2977E-06,0.0434113,0.998668,0.00957815,-0.026176,179.033,356.955,175.048,0.0202949,-0.00452052,-0.00846078,0.0184472
23.7051,1.37556,-2.16297,-7.11412,-0.783352,-0.363897,0.411279,-5.15665E-05,3.25976E-06,8.56222E-06,0.0452749,0.998525,0.0134455,-0.026791,178.598,356.863,174.846,0.020321,-0.00951691,-0.00829547,0.0185507
23.7362,6.10958,-2.25996,-7.33027,-0.176744,-0.673054,0.891245,-5.09143E-05,4.68762E-06,9.2704E-06,0.056425,0.997835,0.0118966,-0.031629,178.842,356.304,173.564,0.0207118,0.00118961,-0.00847749,0.0188973
23.7694,4.56598,1.30147,-9.93815,0.131881,0.0133713,0.3006,-5.18076E-05,0.000005388,9.13318E-06,0.0647198,0.99701,0.00963269,-0.0410952,179.201,355.228,172.605,0.0235775,0.00452053,-0.00974762,0.0214682
23.7968,2.21337,1.84356,-11.1505,0.286726,0.108619,0.0478466,-5.23079E-05,5.64608E-06,8.6845E-06,0.0661659,0.996765,0.00925917,-0.0446812,179.278,354.819,172.437,0.0221446,0.000475834,-0.00916482,0.0201591
23.8284,0.941043,1.20312,-8.96078,-0.128322,-0.194153,-0.265036,-5.20165E-05,5.53624E-06,0.000009314,0.0631426,0.996904,0.0133975,-0.0448918,178.789,354.767,172.807,0.022796,-0.00118961,-0.00940968,0.0207633
23.8573,1.00586,-0.487395,-10.4574,-0.119276,-0.197345,-0.241091,-5.24337E-05,0.000005483,0.00000954,0.0598268,0.997217,0.0141252,-0.0421922,178.67,355.076,173.191,0.0229783,-0.000475851,-0.00947499,0.0209339
23.8886,-0.505639,-0.455872,-8.77518,-0.0516893,0.339028,-0.103781,-5.30383E-05,5.88627E-06,1.03171E-05,0.0565227,0.997419,0.01243,-0.0424943,178.85,355.056,173.563,0.0250886,-0.000237925,-0.0103397,0.0228589
23.9164,-0.345597,-0.24491,-8.75168,0.160624,0.315615,-0.0425881,-5.35939E-05,6.22607E-06,1.06698E-05,0.0555353,0.997454,0.00975989,-0.0436673,179.159,354.94,173.664,0.020321,-0.000475851,-0.00836603,0.0185189
23.9477,0.698581,0.258464,-8.68825,0.0882563,-0.108479,0.0356325,-5.23017E-05,6.55565E-06,1.03448E-05,0.0563843,0.997497,0.00771962,-0.0419546,179.386,355.149,173.556,0.0256878,-8.50523E-09,-0.0105755,0.0234098
23.9771,1.12109,-0.201263,-13.3354,-0.125653,-0.267581,0.0452105,-5.23303E-05,6.93378E-06,0.00001046,0.0575119,0.997556,0.00914276,-0.0386184,179.207,355.521,173.432,0.0230565,-0.000237925,-0.00948723,0.0210141
24.0089,0.259267,0.125801,-11.5851,-0.0346617,-0.157966,0.0537243,-5.27307E-05,6.53847E-06,1.04248E-05,0.0586558,0.997662,0.00934322,-0.033797,179.157,356.07,173.299,0.023317,0.000713776,-0.00960959,0.0212447
24.0362,0.494528,-0.49467,-9.87472,-0.141616,0.201743,0.0744767,-0.000052892,5.86275E-06,0.000010496,0.0591968,0.997617,0.00912008,-0.0342404,179.188,356.021,173.237,0.0232649,-0.000237925,-0.00958307,0.0211995
24.0645,-0.276014,0.397989,-8.62951,0.112733,0.322,0.0116874,-5.29626E-05,6.48816E-06,1.10458E-05,0.0594445,0.997549,0.00843261,-0.0359443,179.279,355.83,173.206,0.0206075,-0.000713776,-0.00847507,0.0187841
24.0952,-0.0487083,0.468896,-9.19338,0.186165,-0.0552678,-0.0718543,-5.30442E-05,6.66847E-06,1.08488E-05,0.0592971,0.997591,0.00675398,-0.0353618,179.467,355.908,173.216,0.0255575,-0.00118962,-0.0104831,0.0233086
24.1236,0.969851,0.654167,-9.54344,0.00631099,-0.232461,-0.032478,-5.28056E-05,0.000007006,1.07826E-05,0.059498,0.997636,0.00795055,-0.033448,179.318,356.119,173.197,0.0210504,-0.00190338,-0.00859782,0.0192145
24.1559,0.828214,-0.756554,-11.2609,-0.146937,-0.167011,0.0244581,-5.26237E-05,6.50512E-06,1.03113E-05,0.0598362,0.997755,0.00790074,-0.0290298,179.294,356.625,173.157,0.0272509,-0.00142753,-0.0110948,0.0248901
24.1869,1.12829,-0.986915,-6.30591,-0.10224,0.334239,0.0255223,-5.28645E-05,6.67967E-06,1.08081E-05,0.0597006,0.997641,0.00601946,-0.0333524,179.539,356.143,173.166,0.0276678,0.000951693,-0.0112886,0.0252601
24.2155,0.770599,-0.337054,-7.35376,0.164348,0.350202,-0.00587233,-5.32224E-05,6.99954E-06,1.04975E-05,0.0596276,0.997496,0.00378082,-0.0378445,179.826,355.644,173.165,0.0220404,0.000951693,-0.00901175,0.0201139
24.2426,0.909835,1.86186,-8.74933,0.358037,0.0745677,-0.0207715,-5.31937E-05,6.9466E-06,1.03022E-05,0.0603763,0.997345,0.00346882,-0.0405672,179.884,355.335,173.076,0.0245415,-0.000475851,-0.0100237,0.0224011
24.2745,1.10188,0.569537,-10.3611,-0.202809,-0.323985,-0.0415239,-5.28073E-05,6.81745E-06,1.04752E-05,0.0608296,0.997441,0.00611785,-0.0370652,179.558,355.717,173.037,0.0244112,-0.000237917,-0.00996519,0.0222846
24.3018,0.204053,-0.948117,-9.527,-0.210791,-0.313342,-0.0197073,-5.29268E-05,7.09174E-06,1.00429E-05,0.0604064,0.997623,0.00642734,-0.0325342,179.489,356.234,173.087,0.0201907,0.000713759,-0.00825544,0.0184259
24.3336,-2.09214,-1.42096,-5.18053,-0.118203,0.218238,0.0148801,-5.33912E-05,6.61229E-06,1.03242E-05,0.0599244,0.997846,0.00204947,-0.0266125,179.948,356.941,173.128,0.000651313,-0.00261715,-0.000264748,0.000595077
24.3607,-3.86651,-0.126092,-18.2716,0.0424946,0.315083,-0.0218357,-5.36135E-05,4.32288E-06,1.04117E-05,0.0594931,0.997936,0.00316269,-0.0239843,179.802,357.235,173.181,0.00052105,0,-0.000211798,0.000476062
24.3919,-13.411,-0.49467,-5.39667,-0.250699,0.0165674,-0.594389,-5.30501E-05,6.4973E-06,1.12866E-05,0.051837,0.998649,0.000416643,-0.00366436,179.974,359.578,174.057,0.000547103,0.000713768,-0.000222745,0.000499706
24.42,-4.03583,1.64228,-4.29479,-0.428425,-0.893345,-0.495948,-5.27955E-05,0.000006902,0.000011805,0.0464984,0.998644,0.00576956,0.0226781,179.218,2.56531,174.651,0.000260525,0.000475845,-0.000106182,0.000237905
24.4506,-3.2333,0.47347,-6.15085,0.103155,-0.356976,-0.212864,-5.29399E-05,6.88791E-06,1.22436E-05,0.0417205,0.997921,0.00718506,0.0485979,178.941,5.53157,175.161,0.00020842,-0.00095169,-8.47647E-05,0.000190405
24.4776,-2.28001,1.01098,-7.72967,0.00418254,0.208128,0.047871,-0.000052738,6.36324E-06,1.26578E-05,0.0424684,0.99764,0.0070411,0.0535012,178.929,6.09353,175.068,0.00010421,-0.000475845,-0.000042337,9.52225E-05
24.5049,-1.30353,-1.24152,-7.11647,-0.083616,0.592313,0.153229,-5.31276E-05,6.8026E-06,1.24235E-05,0.0442032,0.997782,0.00482106,0.049535,179.194,5.64843,174.887,7.81576E-05,-0.000237923,-3.17358E-05,7.14244E-05
24.5377,1.78366,-1.21728,-11.0024,0.232459,0.758332,0.0590454,-5.24096E-05,6.99226E-06,1.16318E-05,0.0470946,0.998455,0.00198147,0.0294281,179.614,3.35823,174.588,-2.60525E-05,-0.00118961,1.05503E-05,-2.38207E-05
24.5652,-0.642486,2.29187,-13.0864,0.325046,0.299651,0.100018,-5.16145E-05,6.9673E-06,1.12989E-05,0.0494352,0.998492,0.000741369,0.0238411,179.78,2.72469,174.326,-7.81576E-05,-0.00118961,3.15657E-05,-7.14997E-05
24.5948,3.00798,0.251603,-8.39692,-0.0942583,-0.25481,0.112789,-0.000051282,6.93768E-06,1.10022E-05,0.0536774,0.998417,0.00270599,0.0165647,179.588,1.87886,173.838,-7.81576E-05,-0.000713768,3.15147E-05,-7.15222E-05
24.6219,2.54946,-1.75074,-8.27944,-0.0224231,-0.225012,0.142055,-5.11543E-05,0.000006405,1.16276E-05,0.0545912,0.998435,0.000486523,0.0121143,179.869,1.38311,173.739,-2.60525E-05,-0.000713768,1.04879E-05,-2.38482E-05
24.648,1.26033,-1.678,-10.5749,0.0845315,0.0085857,0.14578,-5.05428E-05,6.59918E-06,1.15495E-05,0.0557507,0.9984,-0.00384175,0.00867599,180.384,1.0172,173.611,0,-0.000475845,0,0
24.6779,0.220857,-1.11301,-9.1041,0.000457749,0.00486092,-0.0330101,-5.11007E-05,6.17419E-06,1.12549E-05,0.0556559,0.998404,-0.00745054,0.00610488,180.814,0.74599,173.624,2.60525E-05,-0.000713768,-1.04595E-05,2.38607E-05
24.7045,0.427311,0.747946,-9.57869,0.0249349,-0.0664422,-0.113359,-5.10521E-05,5.91078E-06,1.10472E-05,0.0547594,0.998458,-0.00690811,0.00599394,180.753,0.729163,173.726,0,-0.00095169,0,0
24.7311,0.528137,1.25115,-9.40953,-0.0527438,-0.028121,-0.122907,-5.12729E-05,6.2634E-06,1.09131E-05,0.0540844,0.998515,-0.00373981,0.00536267,180.395,0.636795,173.801,2.60525E-05,-0.000713768,-1.04197E-05,2.38781E-05
24.759,-0.062625,1.24429,-9.36959,-0.018683,-0.0196049,-0.064362,-5.08882E-05,6.23915E-06,0.000011084,0.0539548,0.99853,-0.000557052,0.00510394,180.032,0.587463,173.814,0.000052105,-0.000475845,-2.08168E-05,4.77661E-05
24.7902,-0.0231944,0.118939,-9.49411,-0.0298535,0.0149827,0.0175836,-5.16168E-05,6.90618E-06,1.08795E-05,0.0548026,0.998482,0.00141763,0.0054319,179.804,0.612614,173.716,2.60525E-05,-0.000237923,-1.04027E-05,2.38855E-05
24.8168,0.436913,-0.620762,-9.50115,0.00154093,0.0165771,0.0229019,-5.16506E-05,6.37152E-06,1.05537E-05,0.0551646,0.998468,0.000427871,0.0042925,179.924,0.488432,173.675,-2.60525E-05,-0.00118961,1.03743E-05,-2.38979E-05
24.8475,0.830615,-0.455872,-9.61628,0.0121797,-0.00417584,0.0010825,-0.000051149,6.01379E-06,1.03715E-05,0.0552026,0.998473,-0.00137059,0.0015809,180.147,0.189552,173.671,0.000052105,-0.000475845,-2.07258E-05,4.78056E-05
24.8754,0.453717,0.322509,-9.37898,0.0206914,-0.00204689,-0.0132836,-5.13546E-05,6.06021E-06,9.73609E-06,0.0552978,0.998469,-0.00122034,0.000362146,180.137,0.0491682,173.66,-0.000052105,-0.000475845,0.000020703,-4.78155E-05
24.9029,0.199252,0.59241,-9.58808,0.00685402,0.00540171,-0.0180685,-5.14677E-05,6.09735E-06,0.000010319,0.0554576,0.998461,-0.000249383,-8.28839E-05,180.029,359.992,173.642,0,-0.000475845,0,0
24.9325,0.34809,0.265326,-9.46356,-0.0107038,-0.00257918,-0.00263359,-5.12006E-05,6.49479E-06,1.08358E-05,0.0560064,0.998429,0.00143079,-0.000667582,179.841,359.914,173.579,0,-0.000475845,0,0
24.9589,0.492127,-0.157615,-9.66092,-0.0165533,0.0155101,0.00215478,-5.11101E-05,6.3795E-06,1.07813E-05,0.0562908,0.998411,0.00150478,-0.0019568,179.84,359.766,173.546,0,-0.000475845,0,0
24.9854,0.420109,-0.32008,-9.57634,0.0068599,0.000609359,-0.0138064,-5.15678E-05,0.000006821,1.07394E-05,0.0563907,0.998404,0.000828577,-0.00298778,179.925,359.653,173.535,2.60525E-05,-0.000713768,-1.03003E-05,2.39299E-05
25.0166,0.482525,0.100641,-9.45417,0.0190952,-0.000985084,-0.0079482,-5.15259E-05,0.000006594,1.07955E-05,0.0566398,0.998387,0.000503605,-0.00397331,179.968,359.542,173.506,5.21052E-05,-0.0228406,-1.95022E-05,4.83178E-05
25.046,-0.0811805,0.615283,-8.84096,0.0318659,0.0165746,-0.0159299,-5.15937E-05,5.91007E-06,1.07449E-05,0.0567951,0.998375,0.00108591,-0.0045256,179.905,359.475,173.489,0.000130263,-0.0259336,-4.56068E-05,0.000122018
25.078,-0.12525,0.571824,-10.4597,0.0526183,0.0399876,-0.244206,-5.05788E-05,5.6953E-06,1.03927E-05,0.0540332,0.998528,0.00138153,-0.0045508,179.87,359.471,173.806,-2.60526E-05,-0.0264094,8.47378E-06,-0.000024636
25.1051,0.0408106,0.288199,-8.87385,0.0861414,0.0495656,-0.333069,-5.12336E-05,6.11962E-06,1.04884E-05,0.0507521,0.998697,0.00144274,-0.00506111,179.864,359.412,174.182,-5.21051E-05,-0.0271232,0.000015605,-4.97134E-05
25.137,0.256866,-0.0678959,-9.76664,0.046233,0.0564831,-0.326152,-5.11794E-05,6.14805E-06,1.10767E-05,0.0453612,0.998952,0.00111272,-0.00604098,179.904,359.303,174.801,2.60526E-05,-0.0264094,-7.14344E-06,2.50541E-05
25.1662,0.492127,-0.65471,-9.75255,0.0861414,0.0431803,-0.236224,-5.08376E-05,6.16161E-06,1.06939E-05,0.0426847,0.999061,-0.000693062,-0.00746099,180.116,359.149,175.106,2.60526E-05,-0.0264094,-6.47935E-06,0.000025234
25.1969,0.487326,-0.526193,-9.527,0.0281177,-0.0164192,-0.086655,-5.09143E-05,5.45092E-06,1.03475E-05,0.0408776,0.999122,-0.00334488,-0.00854644,180.423,359.037,175.311,0.000156315,-0.0537705,-3.06827E-05,0.000153274
25.2255,-2.20115,-0.254609,-10.5842,0.0100252,-0.0515347,-0.0525929,-5.09223E-05,5.71328E-06,1.07162E-05,0.0406482,0.999148,-0.00416915,-0.00582331,180.505,359.353,175.338,0.000364735,-0.0604323,-4.98624E-05,0.000361311
25.2575,-2.27305,0.432299,-9.46826,0.0313097,-0.136673,-0.263309,-5.13598E-05,5.75339E-06,1.23492E-05,0.0381129,0.999263,-0.00354354,0.00288441,180.393,0.345764,175.633,-0.000286577,-0.0839867,1.52247E-05,-0.000286173
25.2859,-1.03679,0.16926,-10.2577,-0.0469108,-0.066966,-0.388888,-5.22586E-05,5.62354E-06,1.24663E-05,0.0345897,0.999372,-0.0023138,0.00728375,180.236,0.843334,176.037,-0.000286578,-0.0730422,-0.0000057,-0.000286521
25.3165,2.88555,-3.58393,-13.3777,-0.28849,0.115017,-0.59854,-5.09164E-05,4.84167E-06,1.22737E-05,0.024715,0.999689,-0.00272032,0.00178638,180.307,0.212345,177.168,-0.00020842,-0.073756,-1.94895E-05,-0.000207507
25.346,2.35021,-3.98646,-8.47445,-0.228893,0.104374,-0.682614,-5.06915E-05,4.53305E-06,1.12056E-05,0.0152169,0.999851,-0.00705899,-0.00411787,180.816,359.54,178.253,0,-0.0747077,0,0
25.3767,0.996258,-0.259459,-7.67799,-0.194306,-0.0643054,-0.640045,-5.07791E-05,3.54361E-06,1.00907E-05,0.00380607,0.999923,-0.00818803,-0.00853967,180.942,359.025,179.556,2.60519E-05,-0.0816074,6.44439E-06,2.52422E-05
25.4038,-0.122931,2.99178,-8.08444,-0.200691,0.0362638,-0.648027,-5.14121E-05,0.000002894,9.78383E-06,-0.00184097,0.99995,-0.00118304,-0.00976463,180.134,358.881,180.21,0,-0.0837487,0,0
25.4359,0.019205,3.82207,-9.13229,-0.170893,0.420981,-0.8779,-5.05176E-05,2.72212E-06,9.88784E-06,-0.0117777,0.999732,0.0131811,-0.0149171,178.469,358.309,181.373,0.000625261,-0.0942173,0.000259475,0.000568879
25.4647,-1.11565,1.12764,-5.81488,-0.238471,0.456633,-1.01997,-5.01831E-05,0.000002917,9.4347E-06,-0.0212914,0.999436,0.0198377,-0.0167335,177.685,358.132,182.479,-0.000547104,-0.0896968,-0.000270717,-0.000475431
25.4949,1.00586,-0.809901,-8.23011,-0.0442503,0.190044,-1.23175,-0.000049644,2.56369E-06,8.88328E-06,-0.0388135,0.998799,0.0201837,-0.0220758,177.589,357.562,184.502,0.000286578,-0.0949311,0.000164771,0.000234473
25.5274,3.22403,-1.17363,-10.7064,0.0398235,0.02775,-1.22856,-4.93755E-05,2.55424E-06,8.30049E-06,-0.0509824,0.998184,0.0179532,-0.0265884,177.788,357.062,185.904,-0.00166736,-0.0870797,-0.00107368,-0.00127566
25.5576,0.0600155,1.62398,-6.13675,0.0430162,0.102246,-1.095,-4.88278E-05,1.47472E-06,6.78718E-06,-0.0662277,0.997141,0.0201494,-0.0303047,177.463,356.688,187.673,0.000703418,-0.110158,0.000509376,0.00048511
25.5855,0.525736,1.61712,-9.03362,0.0494015,0.10331,-1.08117,-4.88531E-05,1.85729E-06,0.000006959,-0.0748702,0.996441,0.0221657,-0.031758,177.19,356.562,188.678,0.000156315,-0.0832729,0.000121769,9.80136E-05
