Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
4.62035,0.300078,0.21958,-9.46356,-8.12132e-05,0.0001787,-0.00105577,-2.35158e-05,-7.9255e-06,2.00055e-05,0.173222,-0.984698,-0.0080038,0.0173225,178.752,358.204,199.974,0,0,0,0,
4.65346,0.290475,0.215006,-9.527,0.00143294,-0.000872187,-1.68607e-05,-2.35082e-05,-8.12224e-06,1.9714e-05,0.172367,-0.984848,-0.00800767,0.0172976,178.754,358.206,199.874,0,0,0,0,
4.68241,0.316882,0.210431,-9.48001,0.000882965,0.00122147,2.14837e-05,-2.34154e-05,-7.47166e-06,1.98592e-05,0.171559,-0.984989,-0.00802171,0.0173086,178.754,358.204,199.78,0,0,0,0,
4.71416,0.302478,0.224155,-9.47296,-0.000168473,0.000677656,0.000502024,-2.37099e-05,-7.98442e-06,2.0303e-05,0.170567,-0.985161,-0.00805115,0.0173382,178.751,358.2,199.665,0,0,0,0,
4.74205,0.276071,0.196707,-9.48236,0.000878129,0.00120222,-4.11682e-05,-2.35588e-05,-8.4339e-06,2.07216e-05,0.170312,-0.985205,-0.00806574,0.0172924,178.751,358.205,199.635,0,0,0,0,
4.77314,0.312081,0.226442,-9.51055,-0.000222115,0.000115445,0.000506055,-2.34143e-05,-8.27866e-06,2.1161e-05,0.169885,-0.985278,-0.00809013,0.0173328,178.748,358.2,199.586,0,0,0,0,
4.80098,0.302478,0.210431,-9.49881,0.00030775,-0.000409342,-0.000519082,-2.31139e-05,-8.35837e-06,2.05367e-05,0.169789,-0.985295,-0.00810426,0.0173299,178.747,358.201,199.574,0,0,0,0,
4.83241,0.319283,0.196707,-9.46826,-0.000764757,0.000114108,-0.00102647,-2.42669e-05,-7.7449e-06,1.99698e-05,0.168908,-0.985446,-0.00810372,0.0173364,178.749,358.199,199.472,0,0,0,0,
4.85995,0.297677,0.205857,-9.50585,0.00028521,0.00064048,-0.000458304,-2.39199e-05,-8.28246e-06,2.02609e-05,0.168532,-0.985511,-0.00809099,0.0173361,178.751,358.198,199.428,0,0,0,0,
4.88615,0.290475,0.210431,-9.47766,0.0012977,0.000635011,-0.000423972,-2.36978e-05,-8.6265e-06,2.04472e-05,0.168502,-0.985516,-0.0080859,0.0173143,178.752,358.201,199.425,0,0,0,0,
4.91621,0.288075,0.196707,-9.48001,-0.0003142,-0.000423351,-0.000443503,-2.33985e-05,-8.2096e-06,2.04579e-05,0.168345,-0.985543,-0.00806106,0.017305,178.755,358.201,199.406,0,0,0,0,
4.94476,0.290475,0.208144,-9.5176,0.000220051,-0.000390682,-0.00147348,-2.3349e-05,-8.31261e-06,2.10704e-05,0.168209,-0.985566,-0.00809118,0.0172908,178.752,358.203,199.391,0,0,0,0,
