Time (sec), Accel X (m/s^2), Accel Y (m/s^2), Accel Z (m/s^2), Gyro X (rad/s), Gyro Y (rad/s), Gyro Z (rad/s), Mag X (μT), Mag Y (μT), Mag Z (μT), Quat X, Quat Y, Quat Z, Quat W, Roll (deg), Pitch (deg), Yaw (deg), Δdistance (m), ΔYaw (rad), ΔX (m), ΔY (m)
3.14715,0.27127,0.276763,-9.5035,0.000139674,-0.000427453,0.00110026,-2.32472e-05,-8.15329e-06,2.10822e-05,0.161631,-0.986641,-0.0113389,0.0169034,178.404,358.299,198.631,0,0,0,0,
3.17455,0.278472,0.274476,-9.5223,0.000133025,-0.0014582,0.0010729,-2.3266e-05,-8.28215e-06,2.07278e-05,0.161651,-0.986638,-0.0113462,0.0169049,178.403,358.299,198.633,0,0,0,0,
3.20623,0.280873,0.256177,-9.48941,0.000148362,0.000635171,0.000996899,-2.32761e-05,-8.39142e-06,2.07557e-05,0.161805,-0.986613,-0.0113362,0.0169016,178.404,358.299,198.651,0,0,0,0,
3.23361,0.292876,0.272188,-9.47296,-0.000377992,-0.000927914,-0.000558384,-2.32812e-05,-8.69438e-06,2.10113e-05,0.162123,-0.986561,-0.0113338,0.0169109,178.404,358.298,198.688,0,0,0,0,
3.26522,0.264068,0.276763,-9.48471,0.000192393,0.000138603,0.00149591,-2.36161e-05,-8.607e-06,2.13001e-05,0.162515,-0.986496,-0.011346,0.0169085,178.402,358.3,198.733,0,0,0,0,
3.29261,0.283273,0.25389,-9.49411,0.000195745,0.000144517,0.000423651,-2.35021e-05,-8.57253e-06,2.08673e-05,0.162695,-0.986466,-0.0113353,0.0169087,178.403,358.3,198.754,0,0,0,0,
3.32209,0.276071,0.249315,-9.47296,0.000169421,0.000616673,0.000924952,-2.30379e-05,-8.17741e-06,2.05029e-05,0.162781,-0.986453,-0.0112929,0.0169166,178.407,358.298,198.764,0,0,0,0,
3.35008,0.273671,0.249315,-9.47296,-0.00187827,0.00161338,-0.000120126,-2.31216e-05,-8.03219e-06,2.06068e-05,0.162689,-0.986468,-0.0112907,0.016931,178.407,358.296,198.754,0,0,0,0,
3.3778,0.288075,0.265326,-9.49176,-0.000775287,2.87443e-05,-0.000126921,-2.29057e-05,-7.66983e-06,2.06815e-05,0.162369,-0.98652,-0.0113042,0.0169376,178.406,358.295,198.716,0,0,0,0,
3.4106,0.261668,0.260752,-9.52935,0.000318002,2.67159e-05,0.00141518,-2.29247e-05,-8.07533e-06,2.05763e-05,0.162148,-0.986557,-0.0112815,0.0169086,178.41,358.298,198.691,0,0,0,0,
3.43863,0.295276,0.265326,-9.48706,-0.00021643,-0.00100062,-0.000185046,-2.35835e-05,-8.50383e-06,2.08848e-05,0.162227,-0.986544,-0.0112915,0.0169054,178.408,358.299,198.7,0,0,0,0,
3.46963,0.297677,0.267614,-9.48001,-0.000720149,-0.000497416,-0.000197016,-2.34245e-05,-8.14516e-06,2.11746e-05,0.162135,-0.986558,-0.011314,0.016936,178.405,358.295,198.689,0,0,0,0,
3.49766,0.280873,0.263039,-9.47531,-0.000166571,0.0010466,-0.000187635,-2.33749e-05,-8.27509e-06,2.10343e-05,0.16211,-0.986562,-0.0113203,0.0169679,178.404,358.292,198.687,0,0,0,0,
