1.809172950340e-10,-5.908145934291e-12,5.325701021137e-15
-1.588710397482e-02,7.090707658790e-04,9.284359839512e-05
-5.081346258521e-02,2.119565848261e-03,-4.047929905937e-05
-1.050349920988e-01,3.179022809491e-03,8.751476343605e-07
-1.806195974350e-01,3.304162994027e-03,5.226545967162e-03
-2.493752390146e-01,-2.457698807120e-03,1.442791894078e-02
-2.882903814316e-01,-2.064942009747e-02,2.379168942571e-02
-2.664828002453e-01,-6.451445072889e-02,3.605646267533e-02
-1.279418915510e-01,-1.301344186068e-01,4.678493365645e-02
2.149066776037e-01,-2.078850567341e-01,6.046795845032e-02
8.203383684158e-01,-2.928902804852e-01,7.416175305843e-02
1.769449949265e+00,-3.809634447098e-01,8.978480100632e-02
3.120597839355e+00,-4.857481420040e-01,1.060284078121e-01
4.991919517517e+00,-6.140439510345e-01,1.178061664104e-01
7.376951694489e+00,-7.420597672462e-01,1.257775425911e-01
1.029668903351e+01,-8.392087221146e-01,1.322079747915e-01
1.380481529236e+01,-9.306442737579e-01,1.379036903381e-01
1.796339607239e+01,-1.001222968102e+00,1.412544846535e-01
2.285525131226e+01,-1.053401470184e+00,1.429215669632e-01
2.855212211609e+01,-1.106077551842e+00,1.433476656675e-01
3.507435607910e+01,-1.155533313751e+00,1.467150300741e-01
4.233471679688e+01,-1.199600934982e+00,1.520901024342e-01
5.032951736450e+01,-1.247520685196e+00,1.594255864620e-01
5.910906219482e+01,-1.379847049713e+00,1.630055457354e-01
6.865150451660e+01,-1.604574918747e+00,1.624851077795e-01
7.899103546143e+01,-1.911831736565e+00,1.570025533438e-01
9.011791229248e+01,-2.267624616623e+00,1.452995538712e-01
1.021157455444e+02,-2.669367074966e+00,1.320551186800e-01
1.151672668457e+02,-3.104869127274e+00,1.217159032822e-01
1.294214935303e+02,-3.616325855255e+00,1.229493916035e-01
1.449723358154e+02,-4.260855197906e+00,1.249233931303e-01
1.618099060059e+02,-5.064347267151e+00,1.243245303631e-01
1.798028411865e+02,-6.000533103943e+00,1.220293864608e-01
1.989753265381e+02,-7.012648105621e+00,1.153319478035e-01
2.193536834717e+02,-8.152225494385e+00,1.069431155920e-01
2.410343017578e+02,-9.403459548950e+00,9.700544178486e-02
2.639378967285e+02,-1.078066635132e+01,8.775187283754e-02
2.880529174805e+02,-1.223178005219e+01,7.641434669495e-02
3.135038757324e+02,-1.379056644440e+01,6.464785337448e-02
3.402774658203e+02,-1.547463417053e+01,5.742273852229e-02
3.682118225098e+02,-1.727680587769e+01,4.826327040792e-02
3.973389282227e+02,-1.916300964355e+01,3.501824289560e-02
4.276567993164e+02,-2.108012771606e+01,2.168966643512e-02
4.589313964844e+02,-2.310349273682e+01,1.020888425410e-02
4.910445556641e+02,-2.516739273071e+01,-5.863972473890e-03
5.236826782227e+02,-2.722549057007e+01,-2.287036180496e-02
5.567335815430e+02,-2.925193405151e+01,-4.171849787235e-02
5.899586181641e+02,-3.122158432007e+01,-6.202436611056e-02
6.230357055664e+02,-3.309582901001e+01,-8.204606175423e-02
6.558605346680e+02,-3.485520553589e+01,-9.998445957899e-02
6.885083007812e+02,-3.647776794434e+01,-1.152791008353e-01
7.209127807617e+02,-3.795579910278e+01,-1.282319426537e-01
7.531829223633e+02,-3.928180313110e+01,-1.406548470259e-01
7.853213500977e+02,-4.045966339111e+01,-1.533729135990e-01
8.173311767578e+02,-4.149060821533e+01,-1.664480119944e-01
8.492854614258e+02,-4.236379623413e+01,-1.797852814198e-01
8.811349487305e+02,-4.306518936157e+01,-1.930712163448e-01
9.129272460938e+02,-4.358676528931e+01,-2.063060551882e-01
9.447261352539e+02,-4.392406845093e+01,-2.196369469166e-01
9.765876464844e+02,-4.407038497925e+01,-2.325973957777e-01
